Artist,Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Url_youtube,Title
Green Day,0.29,0.827,8,-3.451,0.0362,0.000659,2.55E-06,0.301,0.45,167.086,493400,https://www.youtube.com/watch?v=HKVAmfHuURI,Green Day - Holiday/Boulevard Of Broken Dreams (Video)
Green Day,0.559,0.543,1,-5.429,0.302,0.00133,2.00E-05,0.0577,0.337,75.958,193000,https://www.youtube.com/watch?v=UNq9gmY_Oz4,Green Day - Brain Stew/Jaded [Official Music Video]
Ludovico Einaudi,0.447,0.449,2,-10.634,0.0376,0.934,0.961,0.0697,0.036,92.468,315427,https://www.youtube.com/watch?v=hN_q-_nGv4U,Ludovico Einaudi - Experience
Ludovico Einaudi,0.191,0.0582,8,-25.398,0.0578,0.961,0.89,0.0941,0.0454,132.614,357707,https://www.youtube.com/watch?v=O-HsW142T5g,Ludovico Einaudi - Nuvole Bianche (Official Music Video)
Ludovico Einaudi,0.231,0.0297,2,-31.544,0.0579,0.991,0.878,0.0742,0.07,131.413,203800,https://www.youtube.com/watch?v=j1Ck42-_btY,Ludovico Einaudi - Una Mattina
Ludovico Einaudi,0.316,0.00329,5,-38.901,0.0482,0.994,0.957,0.0933,0.415,90.804,199167,https://www.youtube.com/watch?v=_xfJctxJ1N8,Ludovico Einaudi - The Tree
Ludovico Einaudi,0.339,0.00572,11,-32.309,0.0378,0.986,0.923,0.103,0.0616,72.7,198650,https://www.youtube.com/watch?v=0RV_hthKxEE,Ludovico Einaudi - Wind Song (Performance Video)
Ludovico Einaudi,0.307,0.00229,1,-34.977,0.0519,0.992,0.931,0.098,0.281,67.775,283280,https://www.youtube.com/watch?v=ZP6BKxtiHI4,Ludovico Einaudi â€“ Luminous (Performance Video)
Ludovico Einaudi,0.303,0.00958,8,-28.556,0.054,0.991,0.953,0.109,0.212,72.204,264845,https://www.youtube.com/watch?v=x8OmZkbhvDU,Ludovico Einaudi - Temple White (Performance Video)
Ludovico Einaudi,0.218,0.00352,1,-39.627,0.0515,0.992,0.951,0.139,0.192,68.61,335542,https://www.youtube.com/watch?v=dDEAZ8oE0n0,Ludovico Einaudi - Natural Light (Performance Video)
Ludovico Einaudi,0.231,0.206,0,-13.593,0.0332,0.965,0.856,0.17,0.136,141.628,442400,https://www.youtube.com/watch?v=qYEooPeyz5M,Ludovico Einaudi - Primavera
Ludovico Einaudi,0.208,0.012,8,-29.933,0.0422,0.987,0.919,0.1,0.0391,175.159,257217,https://www.youtube.com/watch?v=C3Ao25BmetE,Ludovico Einaudi - Rolling Like A Ball (Performance Video)
Muse,0.668,0.921,7,-3.727,0.0439,0.0492,0.00517,0.0877,0.782,120,212440,https://www.youtube.com/watch?v=Xsp3_a-PMTw,Muse - Supermassive Black Hole [Official Music Video]
Muse,0.602,0.905,2,-4.046,0.0775,0.000202,0.064,0.117,0.411,128.019,304840,https://www.youtube.com/watch?v=w8KQmps-Sog,Muse - Uprising [Official Video]
Muse,0.55,0.874,4,-4.046,0.0321,0.000436,1.02E-05,0.206,0.318,121.61,240213,https://www.youtube.com/watch?v=Pgum6OT_VH8,Muse - Starlight [Official Music Video]
Muse,0.412,0.92,9,-4.852,0.0575,0.000456,0.0026,0.11,0.455,93.162,227440,https://www.youtube.com/watch?v=3dm_5qWWDV8,Muse - Hysteria [Official Music Video]
Muse,0.366,0.963,11,-5.301,0.142,0.000273,0.0122,0.115,0.211,137.114,366213,https://www.youtube.com/watch?v=G_sBOsh-vyI,Muse - Knights Of Cydonia  (Video)
Muse,0.585,0.842,9,-5.883,0.0556,0.00242,0.00686,0.0866,0.428,118.211,237040,https://www.youtube.com/watch?v=O2IuJPh6h_A,Muse - Time Is Running Out (video)
Muse,0.502,0.417,10,-7.665,0.0718,0.127,0.00419,0.106,0.218,180.301,281040,https://www.youtube.com/watch?v=Ek0SgwWmF9w,Muse - Madness
Muse,0.555,0.883,2,-3.426,0.0341,0.00114,0.041,0.868,0.507,125.02,316718,https://www.youtube.com/watch?v=UqLRqzTp6Rk,Muse - Psycho [Official Lyric Video]
Muse,0.408,0.965,2,-4.232,0.05,6.94E-06,0.000402,0.11,0.349,136.018,218000,https://www.youtube.com/watch?v=dbB-mICjkQM,Muse - Plug In Baby (Official Video)
Muse,0.683,0.585,8,-6.76,0.0323,0.00819,0.0162,0.0797,0.641,115.997,235000,https://www.youtube.com/watch?v=R8OOWcsFj0U,Muse - Undisclosed Desires
Aerosmith,0.392,0.476,1,-7.583,0.0249,0.397,0.000163,0.309,0.234,78.031,267597,https://www.youtube.com/watch?v=54BCLYNkFKg,Dream On Aerosmith Official Music Video
Aerosmith,0.37,0.866,6,-3.879,0.0384,0.0868,0,0.137,0.427,162.086,316693,https://www.youtube.com/watch?v=NMNgbISmF4I,Aerosmith - Crazy (Official Music Video)
Aerosmith,0.39,0.649,2,-5.163,0.0345,0.172,0,0.216,0.144,121.161,299723,https://www.youtube.com/watch?v=JkK8g6FMEXE,Aerosmith - I Don't Want to Miss a Thing (Official HD Video)
Aerosmith,0.445,0.856,9,-3.674,0.0327,0.000202,0.0101,0.367,0.486,105.872,308333,https://www.youtube.com/watch?v=qfNmyxV2Ncw,Aerosmith - Cryin' (Official Music Video)
Aerosmith,0.653,0.73,5,-10.613,0.0429,0.0115,1.02E-05,0.0776,0.894,108.709,220311,https://www.youtube.com/watch?v=4B_UYYPb-Gk,RUN DMC - Walk This Way (Official HD Video) ft. Aerosmith
Aerosmith,0.54,0.982,4,-2.962,0.0458,0.435,3.37E-05,0.0457,0.91,126.294,265773,https://www.youtube.com/watch?v=nf0oXY4nDxE,Aerosmith - Dude (Looks Like A Lady) (Official Music Video)
Aerosmith,0.379,0.76,9,-10.961,0.0378,0.00298,0.0296,0.104,0.491,99.436,274088,https://www.youtube.com/watch?v=82cJgPXU-ik,Aerosmith - Sweet Emotion
Aerosmith,0.308,0.747,0,-5.434,0.037,0.0645,8.27E-05,0.431,0.278,139.454,356160,https://www.youtube.com/watch?v=zSmOvYzSeaQ,Aerosmith - Amazing (Official Music Video)
Aerosmith,0.579,0.954,4,-3.947,0.0558,0.583,0,0.139,0.583,93.448,265693,https://www.youtube.com/watch?v=mrEC8xGc3ZM,Aerosmith - Rag Doll (Official Music Video)
Aerosmith,0.633,0.823,5,-5.792,0.0287,0.0516,0.000496,0.188,0.444,115.107,330533,https://www.youtube.com/watch?v=RqQn2ADZE1A,Aerosmith - Janie's Got A Gun
Slipknot,0.354,0.982,4,-3.026,0.168,0.000237,0.000294,0.204,0.194,143.772,252613,https://www.youtube.com/watch?v=6fVE8kSM43I,Slipknot - Duality [OFFICIAL VIDEO] [HD]
Slipknot,0.291,0.974,6,-2.997,0.171,0.0177,5.44E-06,0.886,0.348,134.724,278600,https://www.youtube.com/watch?v=qw2LU1yS7aw,Slipknot - Before I Forget [OFFICIAL VIDEO] [HD]
Slipknot,0.568,0.981,2,-3.889,0.0887,0.00269,0.00275,0.0243,0.307,135.146,284120,https://www.youtube.com/watch?v=5abamRO41fE,Slipknot - Psychosocial [OFFICIAL VIDEO] [HD]
Slipknot,0.407,0.98,7,-1.58,0.107,0.00174,0.000112,0.119,0.537,131.066,254467,https://www.youtube.com/watch?v=qnZtGDFu3k0,Slipknot - Custer (LIVE)
Slipknot,0.382,0.996,7,-4.119,0.104,0.00208,0,0.417,0.327,93.345,147840,https://www.youtube.com/watch?v=B1zCN0YhW1s,Slipknot - Wait And Bleed [OFFICIAL VIDEO] [HD]
Slipknot,0.427,0.946,7,-2.188,0.0469,0.000118,0.0253,0.0604,0.237,101.305,260773,https://www.youtube.com/watch?v=VpATBBRajP8,Slipknot - Unsainted [OFFICIAL VIDEO]
Slipknot,0.398,0.939,9,-2.865,0.0648,0.00591,0.000881,0.357,0.235,92.027,342821,https://www.youtube.com/watch?v=XEEasR7hVhA,Slipknot - The Devil In I [OFFICIAL VIDEO]
Slipknot,0.544,0.69,6,-5.723,0.0425,0.012,0.0095,0.0615,0.219,123.962,276147,https://www.youtube.com/watch?v=LXEKuttVRIo,Slipknot - Snuff [OFFICIAL VIDEO] [HD]
Slipknot,0.516,0.991,11,-2.587,0.126,0.000467,4.66E-05,0.327,0.402,95.017,203587,https://www.youtube.com/watch?v=INi3qP1oWlY,Slipknot - The Dying Song (Time To Sing)
Slipknot,0.589,0.442,4,-8.517,0.0291,0.334,0.000424,0.0987,0.0904,122.688,224320,https://www.youtube.com/watch?v=LvetJ9U_tVY,Slipknot - Vermilion Pt. 2 [OFFICIAL VIDEO] [HD]
Oasis,0.375,0.893,2,-4.097,0.0406,0.000509,0,0.187,0.434,174.323,258773,https://www.youtube.com/watch?v=vU05Eksc_iM,Oasis - Wonderwall (Official HD Remastered Video)
Oasis,0.328,0.936,0,-3.254,0.0628,0.0665,2.61E-06,0.165,0.31,162.97,289560,https://www.youtube.com/watch?v=YZG7z4FOn0g,Oasis - Don't Look Back In Anger (Official HD Remastered Video)
Oasis,0.331,0.558,2,-5.506,0.031,0.0689,1.96E-06,0.124,0.0985,150.19,303120,https://www.youtube.com/watch?v=6QyVil0dwhk,Oasis - Stop Crying Your Heart Out (Official Video)
Oasis,0.293,0.817,2,-3.786,0.039,0.458,0.0509,0.355,0.138,150.249,451320,https://www.youtube.com/watch?v=VGfDg7wju6M,Oasis - Champagne Supernova (Official HD Remastered Video)
Oasis,0.286,0.822,9,-3.366,0.0381,2.31E-05,1.31E-05,0.353,0.19,90.96,276667,https://www.youtube.com/watch?v=TDe1DqxwJoc,Oasis - Live Forever (Official HD Remastered Video)
Oasis,0.359,0.913,9,-2.865,0.0391,6.31E-05,0.0121,0.0954,0.589,104.058,283787,https://www.youtube.com/watch?v=BJKpUH2kJQg,Oasis - Supersonic (Official HD Remastered Video)
Oasis,0.484,0.905,9,-3.506,0.0481,0.146,1.13E-06,0.24,0.486,125.414,220920,https://www.youtube.com/watch?v=h9JZWhjQDvc,Oasis - She's Electric (Official Lyric Video)
Oasis,0.433,0.458,0,-8.666,0.0328,0.305,0,0.0863,0.23,115.213,267333,https://www.youtube.com/watch?v=Tiqxn3iOmxY,Oasis - Half The World Away (Official Lyric Video)
Oasis,0.194,0.825,7,-2.605,0.041,0.0864,0.00284,0.182,0.35,169.974,355867,https://www.youtube.com/watch?v=qbxCamPwMWs,Oasis - Stand By Me (Official HD Video)
Oasis,0.491,0.561,2,-6.396,0.0279,0.274,2.16E-06,0.23,0.543,134.881,127600,https://www.youtube.com/watch?v=0KJgBkreAuw,Oasis - Songbird (Official Video)
The Rolling Stones,0.464,0.795,1,-9.267,0.0926,0.0493,0.00244,0.399,0.612,158.691,202267,https://www.youtube.com/watch?v=O4irXQhgMqg,"The Rolling Stones - Paint It, Black (Official Lyric Video)"
The Rolling Stones,0.631,0.932,5,-4.142,0.0354,0.0436,0.137,0.0918,0.971,122.429,213067,https://www.youtube.com/watch?v=SGyOaCXr8Lw,The Rolling Stones - Start Me Up - Official Promo
The Rolling Stones,0.723,0.863,2,-7.89,0.0338,0.0383,0.0317,0.128,0.931,136.302,222813,https://www.youtube.com/watch?v=nrIPxlFzDi0,The Rolling Stones - (I Can't Get No) Satisfaction (Official Lyric Video)
The Rolling Stones,0.634,0.63,1,-8.277,0.031,0.447,0.039,0.17,0.489,118.628,270773,https://www.youtube.com/watch?v=RbmS3tQJ7Os,The Rolling Stones - Gimme Shelter (Official Lyric Video)
The Rolling Stones,0.702,0.668,9,-9.237,0.214,0.518,0,0.0588,0.561,116.063,378147,https://www.youtube.com/watch?v=Jwtyn-L-2gQ,The Rolling Stones - Sympathy For The Devil (Official Video) [4K]
The Rolling Stones,0.783,0.878,1,-3.864,0.0308,0.39,0.000778,0.0426,0.885,100.626,265173,https://www.youtube.com/watch?v=RlV-ZFyVH3c,Beast Of Burden (Remastered 1994)
The Rolling Stones,0.429,0.554,9,-6.128,0.0291,0.67,0.000152,0.105,0.407,136.302,272000,https://www.youtube.com/watch?v=RcZn2-bGXqQ,The Rolling Stones - Angie - OFFICIAL PROMO (Version 1)
The Rolling Stones,0.432,0.389,7,-6.517,0.0255,0.687,0.0107,0.0788,0.158,139.506,341773,https://www.youtube.com/watch?v=OPfG2aU1MpI,Wild Horses (2009 Mix)
The Rolling Stones,0.795,0.71,9,-4.746,0.0392,0.443,0.0215,0.344,0.845,109.689,288667,https://www.youtube.com/watch?v=hic-dnps6MU,The Rolling Stones - Miss You - OFFICIAL PROMO
The Rolling Stones,0.32,0.62,0,-9.686,0.0594,0.64,6.36E-05,0.253,0.472,86.327,448720,https://www.youtube.com/watch?v=Ef9QnZVpVd8,The Rolling Stones - You Canâ€™t Always Get What You Want (Official Video) [4K]
Hans Zimmer,0.18,0.226,9,-16.457,0.042,0.951,0.982,0.0998,0.048,94.079,126960,https://www.youtube.com/watch?v=Qflou-xGGbo,Hans Zimmer - Cornfield Chase
Hans Zimmer,0.286,0.0968,7,-16.806,0.0323,0.178,0.696,0.0861,0.0395,62.881,275556,https://www.youtube.com/watch?v=c56t7upa8Bk,Hans Zimmer - Time (Official Audio)
Hans Zimmer,0.493,0.302,5,-12.478,0.0289,0.0404,0.834,0.107,0.157,107.425,150667,https://www.youtube.com/watch?v=NI8U9Bc4XOE,"Harold Faltermeyer, Lady Gaga, Hans Zimmer, & Lorne Balfe â€“ Main Titles"
Hans Zimmer,0.311,0.0173,9,-27.788,0.0348,0.927,0.964,0.0727,0.0658,95.985,199423,https://www.youtube.com/watch?v=DITy3T2BgbI,Hans Zimmer - Day One (Interstellar Soundtrack)
Hans Zimmer,0.0793,0.0301,5,-30.777,0.0425,0.933,0.929,0.0741,0.0256,191.413,383513,,
Hans Zimmer,0.448,0.336,2,-13.124,0.0322,0.00145,0.838,0.0661,0.0364,107.351,148933,https://www.youtube.com/watch?v=5zq7ujKwuRY,"Harold Faltermeyer, Lady Gaga, Hans Zimmer, & Lorne Balfe â€“ Top Gun Anthem"
Hans Zimmer,0.304,0.0585,9,-16.949,0.0351,0.59,0.928,0.0982,0.0371,119.975,219093,https://www.youtube.com/watch?v=o_Ay_iDRAbc,Hans Zimmer - Mountains (Interstellar Soundtrack)
Hans Zimmer,0.145,0.174,7,-19.155,0.0396,0.516,0.633,0.0784,0.132,100.089,175400,https://www.youtube.com/watch?v=TGDXTZFleHQ,Hans Zimmer - Lion King - This Land
Hans Zimmer,0.169,0.222,7,-15.954,0.0356,0.528,0.964,0.107,0.0397,110.877,247400,https://www.youtube.com/watch?v=pAL6sGxOWEs,"á´´á´° Hans Zimmer - Chevaliers de Sangreal ALL VERSIONS (The Da Vinci Code), (Angels & Demons)"
Hans Zimmer,0.163,0.084,9,-19.007,0.0329,0.433,0.95,0.102,0.0345,71.028,107767,https://www.youtube.com/watch?v=2ItEGRnsIqg,"Hans Zimmer - First Step (Original soundtrack ""Interstellar"" - Main Theme) Special Music Video 2019"
Deftones,0.269,0.853,7,-4.647,0.0854,0.000249,0.000246,0.118,0.179,141.581,299533,https://www.youtube.com/watch?v=WPpDyIJdasg,Deftones - Change (In The House Of Flies) [Official Music Video]
Deftones,0.443,0.781,1,-4.277,0.0377,1.33E-05,0.205,0.166,0.372,71.841,214760,https://www.youtube.com/watch?v=XOzs1FehYOA,Deftones - My Own Summer (Official Music Video) [HD Remaster]
Deftones,0.206,0.965,1,-5.116,0.079,9.91E-06,0.827,0.367,0.168,92.615,299867,https://www.youtube.com/watch?v=KvknOXGPzCQ,Deftones - Be Quiet And Drive (Far Away) (Official Video) [HD Remaster]
Deftones,0.367,0.634,5,-6.475,0.027,0.000824,0.0759,0.116,0.0964,89.981,241533,https://www.youtube.com/watch?v=f0pdwd0miqs,Deftones - Sextape [Official Music Video]
Deftones,0.47,0.859,2,-3.663,0.0537,0.000362,0.00691,0.142,0.17,124.01,317707,https://www.youtube.com/watch?v=KhhcFIvZo10,Deftones - Cherry Waves (Unofficial Video)
Deftones,0.285,0.613,5,-6.412,0.0421,0.0185,0.1,0.114,0.0772,126.628,413347,https://www.youtube.com/watch?v=KW9IsUcsJI8,Rosemary live @ Rock Am Ring [5-10]
Deftones,0.472,0.446,5,-7.416,0.0354,0.00273,0.0606,0.091,0.0456,77.562,225293,https://www.youtube.com/watch?v=mFTlfh6PdNU,deftones - Mascara
Deftones,0.431,0.906,9,-6.13,0.0945,0.0001,0.0001,0.123,0.53,125.459,223893,https://www.youtube.com/watch?v=cqZaWj6haOg,Deftones - 7 Words [Official Music Video]
Deftones,0.338,0.859,4,-4.938,0.0824,0.00122,0.211,0.0936,0.504,92.966,255373,https://www.youtube.com/watch?v=O_IIAYZL1R4,Deftones - Digital Bath [Official Music Video]
Deftones,0.449,0.87,5,-4.241,0.112,1.94E-05,0.0411,0.0797,0.229,79.952,211733,https://www.youtube.com/watch?v=XOzs1FehYOA,Deftones - My Own Summer (Official Music Video) [HD Remaster]
blink-182,0.434,0.897,0,-4.918,0.0488,0.0103,0,0.612,0.684,148.726,167067,https://www.youtube.com/watch?v=9Ht5RZpzPqw,blink-182 - All The Small Things (Official Music Video)
blink-182,0.391,0.951,6,-7.419,0.0692,0.0126,0.000378,0.0878,0.468,157.66,148360,https://www.youtube.com/watch?v=K7l5ZeVVoCA,blink-182 - What's My Age Again? (Official Music Video)
blink-182,0.664,0.781,11,-6.547,0.0339,0.00103,5.33E-06,0.0867,0.593,110,227240,https://www.youtube.com/watch?v=s1tAYmMjLdY,blink-182 - I Miss You (Official Video)
blink-182,0.579,0.928,0,-4.344,0.0411,0.000715,0,0.18,0.882,95.594,171533,https://www.youtube.com/watch?v=vVy9Lgpg1m8,blink-182 - First Date (Official Video)
blink-182,0.606,0.905,5,-3.117,0.0518,0.0044,0,0.151,0.706,143.952,151533,https://www.youtube.com/watch?v=7MI3buZedOw,blink-182 - EDGING (Official Video)
blink-182,0.52,0.775,0,-5.803,0.0348,0.034,0,0.364,0.382,136.028,249627,https://www.youtube.com/watch?v=2MRdtXWcgIw,blink-182 - Adam's Song
blink-182,0.41,0.959,9,-4.563,0.0869,0.000324,0,0.0766,0.83,193.155,171600,https://www.youtube.com/watch?v=z7hhDINyBP0,blink-182 - The Rock Show
blink-182,0.411,0.962,4,-5.952,0.0917,0.103,0,0.529,0.622,173.143,172646,https://www.youtube.com/watch?v=4kMZ23T9VHE,blink-182 - Feeling This (Official Video)
blink-182,0.426,0.972,0,-5.122,0.0954,0.0017,0,0.171,0.341,111.221,165373,https://www.youtube.com/watch?v=sT0g16_LQaQ,blink-182 - Dammit
blink-182,0.519,0.78,2,-4.939,0.0356,0.00165,2.14E-05,0.156,0.166,145.125,239333,https://www.youtube.com/watch?v=k1BFHYtZlAU,blink-182 - Stay Together For The Kids
Bob Marley & The Wailers,0.916,0.72,0,-8.548,0.1,0.36,0.00016,0.0958,0.76,103.312,237000,https://www.youtube.com/watch?v=CHekNnySAfM,Bob Marley - Is This Love
Bob Marley & The Wailers,0.826,0.49,9,-10.477,0.0676,0.00916,4.41E-06,0.0415,0.627,74.126,180267,,
Bob Marley & The Wailers,0.776,0.559,6,-8.375,0.103,0.11,0,0.0671,0.758,122.242,232200,https://www.youtube.com/watch?v=CHekNnySAfM,Bob Marley - Is This Love
Bob Marley & The Wailers,0.935,0.479,11,-10.981,0.306,0.107,5.25E-05,0.118,0.773,123.644,211000,,
Bob Marley & The Wailers,0.929,0.463,9,-8.651,0.308,0.142,5.26E-06,0.0634,0.757,124.084,255840,,
Bob Marley & The Wailers,0.67,0.516,10,-9.598,0.366,0.0673,0,0.0674,0.939,154.186,172933,,
Bob Marley & The Wailers,0.671,0.256,7,-10.743,0.0387,0.608,0,0.0737,0.694,115.871,233560,,
Bob Marley & The Wailers,0.772,0.46,8,-11.489,0.327,0.0279,2.21E-05,0.0633,0.8,78.786,256240,,
Bob Marley & The Wailers,0.876,0.282,7,-12.618,0.319,0.0503,4.76E-05,0.0741,0.801,130.958,207733,,
Bob Marley & The Wailers,0.655,0.675,1,-9.352,0.0599,0.272,0.0236,0.727,0.587,77.589,427800,https://www.youtube.com/watch?v=CHekNnySAfM,Bob Marley - Is This Love
David Bowie,0.486,0.449,5,-10.298,0.0267,0.166,2.23E-06,0.54,0.549,100.456,254293,https://www.youtube.com/watch?v=aBKEt3MhNMM,Starman (2012 Remaster)
David Bowie,0.489,0.758,7,-6.491,0.0297,0.000678,0.49,0.092,0.435,112.113,371413,https://www.youtube.com/watch?v=lXgkuM2NhYI,David Bowie - Heroes (Official Video)
David Bowie,0.635,0.686,9,-15.648,0.053,0.209,0.0176,0.282,0.464,125.988,274747,https://www.youtube.com/watch?v=Vy-rvsHsi1o,David Bowie - Rebel Rebel â€¢ TopPop
David Bowie,0.31,0.403,0,-13.664,0.0326,0.0726,9.27E-05,0.139,0.466,134.48,318027,https://www.youtube.com/watch?v=iYYRH4apXDo,David Bowie â€“ Space Oddity (Official Video)
David Bowie,0.445,0.384,10,-14.642,0.0417,0.635,7.74E-05,0.0539,0.216,123.295,235987,https://www.youtube.com/watch?v=AZKcl4-tcuo,David Bowie â€“ Life On Mars? (Official Video)
David Bowie,0.654,0.743,10,-7.44,0.0605,0.0125,0.0272,0.153,0.632,114.846,457676,https://www.youtube.com/watch?v=VbD_kBJc_gI,David Bowie - Let's Dance (Official Video)
David Bowie,0.358,0.938,0,-5.577,0.0483,0.00375,9.20E-06,0.117,0.944,182.836,288339,https://www.youtube.com/watch?v=HivQqTtiHVw,David Bowie - Modern Love (Official Video)
David Bowie,0.559,0.308,0,-11.75,0.0376,0.505,0,0.109,0.414,113.633,217747,https://www.youtube.com/watch?v=4BgF7Y3q-as,David Bowie - Changes [Official Lyric Video]
David Bowie,0.56,0.605,11,-11.209,0.0348,0.0408,0.000162,0.0585,0.756,144.478,279693,https://www.youtube.com/watch?v=RPUAldgS7Sg,Moonage Daydream (2012 Remaster)
David Bowie,0.515,0.554,7,-11.616,0.0784,0.0478,0,0.219,0.509,80.146,193880,https://www.youtube.com/watch?v=7KEn0uOEILs,Ziggy Stardust (2012 Remaster)
Bon Jovi,0.532,0.887,0,-3.757,0.0335,0.0778,0.000214,0.294,0.795,122.511,249293,https://www.youtube.com/watch?v=lDK9QqIzhwk,Bon Jovi - Livin' On A Prayer
Bon Jovi,0.541,0.96,0,-2.947,0.0505,0.0663,2.25E-06,0.344,0.812,122.803,222707,https://www.youtube.com/watch?v=KrZHPOeOxQQ,Bon Jovi - You Give Love A Bad Name (Official Music Video)
Bon Jovi,0.551,0.913,0,-4.063,0.0466,0.0263,1.35E-05,0.347,0.544,119.992,224493,https://www.youtube.com/watch?v=vx2u5uUu3DE,Bon Jovi - It's My Life (Official Music Video)
Bon Jovi,0.383,0.659,4,-5.558,0.0312,0.117,0,0.0778,0.327,140.795,353027,https://www.youtube.com/watch?v=9BMwcO6_hyA,Bon Jovi - Always (Official Music Video)
Bon Jovi,0.252,0.802,7,-3.976,0.0391,0.13,0.0146,0.309,0.253,150.056,308667,https://www.youtube.com/watch?v=SRvCvsRp5ho,Bon Jovi - Wanted Dead Or Alive (Official Music Video)
Bon Jovi,0.309,0.596,5,-5.599,0.0293,0.101,0,0.21,0.161,164.587,394400,https://www.youtube.com/watch?v=NvR60Wg9R7Q,Bon Jovi - Bed Of Roses (Official Music Video)
Bon Jovi,0.475,0.899,9,-4.321,0.0637,0.00375,1.91E-05,0.14,0.603,152.445,230667,https://www.youtube.com/watch?v=s86K-p089R8,Bon Jovi - Runaway
Bon Jovi,0.437,0.727,2,-5.432,0.0293,0.0532,0,0.103,0.233,73.029,346587,https://www.youtube.com/watch?v=mh8MIp2FOhc,Bon Jovi - I'll Be There For You
Bon Jovi,0.555,0.973,9,-3.804,0.035,0.048,0,0.0853,0.805,118.642,316707,https://www.youtube.com/watch?v=eOUtsybozjg,Bon Jovi - Bad Medicine
Bon Jovi,0.385,0.342,2,-7.749,0.0285,0.416,0,0.119,0.131,132.864,308933,https://www.youtube.com/watch?v=nddTokI9hHY,Bon Jovi - Thank You For Loving Me (Official Music Video)
Dr. Dre,0.816,0.775,11,-3.323,0.234,0.16,0.00031,0.0543,0.527,93.431,270587,https://www.youtube.com/watch?v=_CL6n0FJZpk,Dr. Dre - Still D.R.E. ft. Snoop Dogg
Dr. Dre,0.922,0.909,10,-2.429,0.27,0.0281,0,0.0856,0.309,95.295,161507,https://www.youtube.com/watch?v=QZXc39hT8t4,"Dr. Dre - The Next Episode (Official Music Video) ft. Snoop Dogg, Kurupt, Nate Dogg"
Dr. Dre,0.924,0.74,8,-1.299,0.0774,0.0827,0,0.163,0.621,133.974,222293,https://www.youtube.com/watch?v=QFcv5Ma8u8k,"Eminem, Dr. Dre - Forgot About Dre (Explicit) (Official Music Video) ft. Hittman"
Dr. Dre,0.772,0.821,11,-0.14,0.25,0.223,0,0.148,0.77,91.921,244200,https://www.youtube.com/watch?v=NOkz2sv9i-8,Dr. Dre - What's the Difference .ft. Eminem & X-Zibit [ Fan-Made Video ]
Dr. Dre,0.594,0.946,3,-4.521,0.452,0.0869,0,0.306,0.397,155.826,283733,https://www.youtube.com/watch?v=VA770wpLX-Q,"Dr. Dre - I Need A Doctor (Explicit) ft. Eminem, Skylar Grey"
Dr. Dre,0.672,0.777,9,-4.238,0.0956,0.0379,0.00141,0.159,0.238,90.575,305573,https://www.youtube.com/watch?v=Gg5KfL-4asE,Dr. Dre - Keep Their Heads Ringin' (Official Video) [Explicit]
Dr. Dre,0.765,0.88,1,-4.361,0.116,0.176,1.00E-05,0.139,0.929,168.96,215200,https://www.youtube.com/watch?v=wL8nunUIi-U,Dr.Dre - Xxplosive
Dr. Dre,0.919,0.869,1,-4.441,0.232,0.103,1.20E-05,0.166,0.655,117.03,210027,https://www.youtube.com/watch?v=f2x3q17LeGo,"Dr. Dre, Eminem - Gospel (Official Video) GTA ONLINE Soundtrack"
Dr. Dre,0.939,0.486,7,-3.488,0.207,0.172,0,0.264,0.517,97.582,206547,https://www.youtube.com/watch?v=lGrQtEjmjUY,Dr. Dre - The Watcher (Dirty/Explicit Music Video) Remastered 1080p
Dr. Dre,0.444,0.866,7,-6.217,0.111,0.000622,4.72E-05,0.105,0.375,94.968,235120,https://www.youtube.com/watch?v=BuJDaOVz2qY,"Dr. Dre - Kush ft. Snoop Dogg, Akon"
Creedence Clearwater Revival,0.741,0.697,0,-7.028,0.0277,0.0664,2.28E-05,0.133,0.774,116.109,160133,https://www.youtube.com/watch?v=u1V8YRJnr4Q,Creedence Clearwater Revival - Have You Ever Seen The Rain (Official)
Creedence Clearwater Revival,0.64,0.663,0,-7.516,0.0374,0.201,0.00806,0.152,0.663,132.77,140773,https://www.youtube.com/watch?v=ZWijx_AgPiA,Creedence Clearwater Revival - Fortunate Son (Official Music Video)
Creedence Clearwater Revival,0.508,0.774,2,-5.973,0.0321,0.0586,4.87E-06,0.063,0.942,178.946,141600,https://www.youtube.com/watch?v=zUQiUFZ5RDw,Creedence Clearwater Revival - Bad Moon Rising (Official Lyric Video)
Creedence Clearwater Revival,0.699,0.641,2,-7.564,0.0289,0.13,0.000218,0.0601,0.728,120.745,187213,https://www.youtube.com/watch?v=MqoAwtgFziA,Creedence Clearwater Revival - Proud Mary (CCR) (1969) HD 0815007
Creedence Clearwater Revival,0.858,0.544,0,-9.289,0.0751,0.583,0.00109,0.0707,0.874,108.217,166280,https://www.youtube.com/watch?v=vrMvblpZFq0,Creedence Clearwater Revival - Down On The Corner (Official Lyric Video)
Creedence Clearwater Revival,0.702,0.772,9,-9.677,0.0277,0.0312,0.00837,0.0809,0.973,141.694,154120,https://www.youtube.com/watch?v=L5V9nK7-OkM,Creedence Clearwater Revival - Green River (Official Lyric Video)
