Artist,Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Url_youtube,Title
Fleetwood Mac,0.583,0.947,5,-5.12,0.0378,0.0185,0.00109,0.0679,0.803,135.448,223613,https://www.youtube.com/watch?v=ozl3L9fhKtE,Fleetwood Mac - Go Your Own Way (Official Music Video)
Fleetwood Mac,0.414,0.161,7,-22.32,0.0318,0.883,0.000223,0.117,0.423,159.375,199493,https://www.youtube.com/watch?v=WM7-PYtXtJM,Fleetwood Mac - Landslide (Official Music Video) [HD]
Fleetwood Mac,0.671,0.71,9,-7.724,0.0356,0.0393,1.12E-05,0.0387,0.834,118.745,193347,https://www.youtube.com/watch?v=QV9JJmSCiI8,Fleetwood Mac - Don't Stop (Official Music Video)
Fleetwood Mac,0.64,0.649,2,-10.345,0.0264,0.216,8.30E-05,0.0551,0.865,124.825,221053,https://www.youtube.com/watch?v=uCGD9dT12C0,Fleetwood Mac - Little Lies (Official Music Video)
Fleetwood Mac,0.723,0.49,9,-14.745,0.0296,0.111,0.0946,0.0923,0.795,129.012,252773,https://www.youtube.com/watch?v=jQAK6sVovUk,Fleetwood Mac - Rhiannon (Official Music VIdeo)
Fleetwood Mac,0.622,0.54,5,-13.99,0.0261,0.017,0.00771,0.265,0.847,130.879,264907,https://www.youtube.com/watch?v=mwgg1Pu6cNg,Fleetwood Mac - Gypsy (Official Music Video)
Fleetwood Mac,0.654,0.336,6,-12.825,0.0379,0.858,0.385,0.0786,0.947,176.083,134400,https://www.youtube.com/watch?v=0i3ZfrVY9iU,Never Going Back Again (2004 Remaster)
ABBA,0.543,0.87,9,-6.514,0.0428,0.358,0.000939,0.792,0.754,100.804,230400,https://www.youtube.com/watch?v=xFrGuyw1V8s,Abba - Dancing Queen (Official Music Video Remastered)
ABBA,0.749,0.491,10,-9.655,0.0403,0.02,0.00899,0.159,0.536,119.528,292613,https://www.youtube.com/watch?v=XEjLoHdbVeE,ABBA - Gimme! Gimme! Gimme! (A Man After Midnight)
ABBA,0.749,0.748,2,-7.011,0.0323,0.295,0.000443,0.469,0.827,137.547,213267,https://www.youtube.com/watch?v=unfzfe8f9NI,Abba - Mamma Mia (Official Music Video)
ABBA,0.719,0.922,11,-6.091,0.0338,0.523,0.000163,0.0867,0.964,133.113,260893,https://www.youtube.com/watch?v=3w7wFDCZa5o,ABBA - Angeleyes
ABBA,0.454,0.788,6,-6.748,0.0371,0.574,0.000766,0.0859,0.52,126.15,294720,https://www.youtube.com/watch?v=92cwKCU8Z5c,ABBA - The Winner Takes It All (Video)
ABBA,0.684,0.675,11,-8.123,0.0257,0.163,0,0.242,0.924,107.064,243933,https://www.youtube.com/watch?v=-crgQGdpZR0,ABBA - Take A Chance On Me (Official Music Video)
ABBA,0.678,0.727,2,-7.844,0.0258,0.117,0.00396,0.354,0.71,133.481,274467,https://www.youtube.com/watch?v=Ln-Ua2teJKw,Abba - Lay all your love on me - 0riginal Video
ABBA,0.445,0.949,2,-4.682,0.0471,0.395,8.18E-06,0.0902,0.653,147.604,168960,https://www.youtube.com/watch?v=Sj_9CiNkkn4,Abba - Waterloo (Official Music Video)
ABBA,0.5,0.554,9,-8.108,0.0354,0.734,3.72E-06,0.312,0.372,84.229,326320,https://www.youtube.com/watch?v=p4QqMKe3rwY,Abba - Chiquitita (Official Music Video)
ABBA,0.764,0.626,0,-8.274,0.0288,0.457,6.35E-06,0.201,0.961,118.34,252853,https://www.youtube.com/watch?v=BshxCIjNEjY,ABBA - Super Trouper (Video)
Frank Sinatra,0.652,0.259,2,-13.336,0.0595,0.903,0,0.362,0.836,142.169,155453,https://www.youtube.com/watch?v=sE3uRRFVsmc,Frank Sinatra - Let It Snow! Let It Snow! Let It Snow! (Official Music Video)
Frank Sinatra,0.262,0.137,8,-15.235,0.0344,0.913,6.74E-06,0.267,0.288,92.183,206600,https://www.youtube.com/watch?v=-tJtsKngXJU,Frank Sinatra - Have Yourself A Merry Little Christmas (Official Video)
Frank Sinatra,0.512,0.339,8,-13.119,0.0498,0.727,0,0.0977,0.951,174.609,120693,https://www.youtube.com/watch?v=hLf0-lro8X8,Frank Sinatra - Jingle Bells
Frank Sinatra,0.401,0.381,2,-7.458,0.0274,0.7,0,0.122,0.229,75.454,276800,https://www.youtube.com/watch?v=w019MzRosmk,"Frank Sinatra - My Way (Live At Madison Square Garden, New York City / 1974 / 2019 Edit)"
Frank Sinatra,0.257,0.338,4,-12.902,0.0357,0.736,0,0.252,0.544,207.356,162493,https://www.youtube.com/watch?v=sLEQvWt0axk,Frank and Nancy Sinatra - Somethin' Stupid (1967)
Frank Sinatra,0.646,0.204,10,-11.957,0.0565,0.826,0,0.312,0.688,140.281,154640,https://www.youtube.com/watch?v=3wzAxkkzS78,Santa Claus is Coming To Town - Frank Sinatra HQ Christmas
Frank Sinatra,0.668,0.26,7,-14.256,0.0523,0.453,0,0.0621,0.368,119.416,147000,https://www.youtube.com/watch?v=ZEcqHA7dbwM,Fly Me To The Moon (2008 Remastered)
Frank Sinatra,0.259,0.473,5,-8.275,0.0295,0.592,0,0.201,0.539,90.348,157867,https://www.youtube.com/watch?v=ZwAERaRUsp0,Frank Sinatra - Strangers In The Night
Frank Sinatra,0.56,0.434,4,-14.151,0.0729,0.55,0,0.346,0.664,112.803,187040,https://www.youtube.com/watch?v=KIiUqfxFttM,Frank Sinatra - That's Life
Frank Sinatra,0.252,0.118,8,-17.62,0.0328,0.945,6.20E-05,0.117,0.14,87.575,146293,https://www.youtube.com/watch?v=iUnWS9R2RUo,Frank Sinatra - Silent Night (Visualizer)
TiÃ«sto,0.696,0.793,8,-5.733,0.097,0.0683,3.78E-06,0.18,0.698,120.003,172253,https://www.youtube.com/watch?v=EXIWlRrkjKE,TiÃ«sto - 10:35 (feat. Tate McRae) (Official Music Video)
TiÃ«sto,0.754,0.763,7,-4.627,0.0435,0.0301,2.23E-05,0.0901,0.464,117.953,164819,https://www.youtube.com/watch?v=1_4ELAxKrDc,TiÃ«sto & Ava Max - The Motto (Official Music Video)
TiÃ«sto,0.77,0.787,11,-3.748,0.0583,0.198,0,0.262,0.513,119.986,140500,https://www.youtube.com/watch?v=taSubkjZUA4,TiÃ«sto & Karol G - Don't Be Shy (Official Music Video)
TiÃ«sto,0.534,0.855,1,-4.923,0.183,0.0607,0.000263,0.346,0.42,122.06,153443,https://www.youtube.com/watch?v=8PgDeK4x_Xw,TiÃ«sto - Lay Low (Official Visualizer)
TiÃ«sto,0.798,0.62,8,-7.079,0.232,0.414,0.0192,0.112,0.235,120.031,164000,https://www.youtube.com/watch?v=nCg3ufihKyU,TiÃ«sto - The Business (Official Music Video)
TiÃ«sto,0.748,0.841,7,-5.08,0.177,0.00445,1.33E-06,0.0413,0.717,123.045,129817,https://www.youtube.com/watch?v=r0bhF7SJLYQ,TiÃ«sto & Charli XCX - Hot In It [Official Music Video]
TiÃ«sto,0.66,0.942,4,-2.273,0.185,0.00789,1.76E-05,0.834,0.543,126.017,158571,https://www.youtube.com/watch?v=H7qR7xvKFEU,TiÃ«sto & Black Eyed Peas - Pump It Louder (Official Video)
TiÃ«sto,0.79,0.764,4,-4.685,0.0737,0.0836,0.0871,0.132,0.473,123.046,185366,https://www.youtube.com/watch?v=R1UJXb5FzNQ,Tom Odell- Another Love (TiÃ«sto Remix)
TiÃ«sto,0.652,0.855,7,-6.411,0.0775,0.00658,0.409,0.341,0.0834,127.964,146250,https://www.youtube.com/watch?v=SD4lP13cPfE,TiÃ«sto - Baila Conmigo (Official Lyric Video)
TiÃ«sto,0.747,0.833,3,-2.867,0.045,0.374,0,0.0586,0.687,128.008,215760,https://www.youtube.com/watch?v=OWz3rQQaf_Q,TiÃ«sto & Dzeko ft. Preme & Post Malone â€“ Jackie Chan (Official Music Video)
Elton John,0.795,0.8,1,-6.32,0.0309,0.0354,7.25E-05,0.0915,0.934,116.032,202735,https://www.youtube.com/watch?v=qod03PVTLqk,"Elton John, Dua Lipa - Cold Heart (PNAU Remix) (Official Video)"
Elton John,0.504,0.904,6,-6.863,0.179,0.356,0.121,0.14,0.772,176.808,183440,https://www.youtube.com/watch?v=ZHwVBirqD2s,Elton John - I'm Still Standing
Elton John,0.658,0.783,0,-4.615,0.113,0.0798,0.00018,0.187,0.491,126.027,202246,https://www.youtube.com/watch?v=qExVlz3zb0k,"Elton John, Britney Spears - Hold Me Closer (Official Video)"
Elton John,0.601,0.532,10,-9.119,0.0286,0.432,6.25E-06,0.0925,0.341,136.571,281613,https://www.youtube.com/watch?v=DtVBCG6ThDk,Elton John - Rocket Man (Official Music Video)
Elton John,0.554,0.315,3,-11.028,0.0298,0.828,5.53E-06,0.101,0.325,128.157,241787,https://www.youtube.com/watch?v=CrznwpD-2tk,Elton John - Your Song (1970 Original Video) (HD 720p)
Elton John,0.729,0.844,5,-8.824,0.0344,0.149,2.87E-06,0.0604,0.777,131.459,275440,https://www.youtube.com/watch?v=z0qW9P-uYfM,Elton John - Don't Go Breaking My Heart (with Kiki Dee)
Elton John,0.414,0.428,0,-11.097,0.0278,0.382,0.000243,0.148,0.282,145.075,377093,https://www.youtube.com/watch?v=yYcyacLRPNs,Elton John - Tiny Dancer (Official Music Video)
Elton John,0.526,0.925,2,-5.584,0.0363,0.102,8.90E-06,0.305,0.819,140.308,272394,https://www.youtube.com/watch?v=IbRtGMm96F8,Elton John - Step Into Christmas
Elton John,0.559,0.473,5,-7.712,0.0279,0.446,0.00141,0.154,0.397,121.227,192827,https://www.youtube.com/watch?v=wy709iNG6i8,Goodbye Yellow Brick Road (Remastered 2014)
Elton John,0.594,0.935,0,-2.018,0.0357,0.243,2.36E-06,0.102,0.602,113.99,208547,https://www.youtube.com/watch?v=Q_yuO8UNGmY,Ed Sheeran & Elton John - Merry Christmas [Official Video]
JAY-Z,0.789,0.858,1,-5.542,0.311,0.127,0,0.349,0.775,140.022,219333,https://www.youtube.com/watch?v=gG_dA32oH44,Jay-Z & Kanye West - Ni**as In Paris (Explicit)
JAY-Z,0.491,0.956,11,-1.538,0.392,0.0295,0,0.46,0.811,173.585,276920,https://www.youtube.com/watch?v=vk6014HuxcE,JAY-Z - Empire State Of Mind ft. Alicia Keys
JAY-Z,0.687,0.793,2,-4.254,0.166,0.0603,0,0.582,0.751,107.045,205733,https://www.youtube.com/watch?v=pln7NWRA1dE,Numb/Encore - Linkin Park ft. Jay Z (Unofficial Music Video)
JAY-Z,0.632,0.924,1,-1.802,0.29,0.281,0,0.263,0.441,86.844,267520,https://www.youtube.com/watch?v=5TTQhIeFhBk,Jay z ft Rihanna and Kanye west - Run this town
JAY-Z,0.654,0.75,8,-7.509,0.105,0.246,0.0178,0.167,0.557,92.78,272507,https://www.youtube.com/watch?v=FJt7gNi3Nr4,"Jay-Z & Kanye West - No Church In The Wild ft. Frank Ocean, The-Dream"
JAY-Z,0.261,0.852,9,-4.965,0.158,0.139,4.26E-05,0.477,0.431,177.997,284493,https://www.youtube.com/watch?v=zSkA61esq_c,JAY-Z - 4:44
JAY-Z,0.759,0.678,9,-5.148,0.314,0.23,0,0.15,0.327,89.64,205560,https://www.youtube.com/watch?v=hl5t3TyP8aY,JAY-Z - '03 Bonnie & Clyde ft. BeyoncÃ© Knowles
JAY-Z,0.754,0.631,7,-4.751,0.307,0.552,0,0.5,0.432,94.577,178213,https://www.youtube.com/watch?v=BoEKWtgJQAU,"JAY Z, Kanye West - Otis ft. Otis Redding"
JAY-Z,0.74,0.574,4,-6.938,0.245,0.411,0,0.262,0.33,149.762,140747,https://www.youtube.com/watch?v=9gCzP3XtWYw,"Jay-Z x Kanye West ""Gotta Have It"" Music Video"
JAY-Z,0.73,0.576,2,-5.442,0.287,0.354,3.59E-05,0.15,0.155,92.131,228461,https://www.youtube.com/watch?v=-xkSZLtgVLQ,"Drake ft. JAY-Z ""Love All"" (Music Video)"
21 Savage,0.715,0.62,1,-6.005,0.0484,0.417,0,0.0822,0.172,97.95,221520,https://www.youtube.com/watch?v=61ymOWwOwuk,"Metro Boomin, The Weeknd, 21 Savage - Creepin' (Visualizer)"
21 Savage,0.561,0.52,11,-9.342,0.244,0.0503,1.86E-06,0.355,0.424,153.15,239360,https://www.youtube.com/watch?v=gOvNACDVXzI,"Drake ft. 21 Savage ""Rich Flex"" (Music Video)"
21 Savage,0.529,0.673,0,-4.711,0.175,0.000307,2.41E-06,0.093,0.366,165.921,218365,https://www.youtube.com/watch?v=4nyld2SqleU,Drake & 21 Savage - Jimmy Cooks
21 Savage,0.671,0.658,2,-5.567,0.309,0.189,8.66E-05,0.147,0.257,87.933,207307,https://www.youtube.com/watch?v=Z8vDU6vUTj4,"Metro Boomin, Travis Scott, 21 Savage - Niagara Falls (Foot or 2) (Visualizer)"
21 Savage,0.749,0.63,4,-6.652,0.116,0.0623,0,0.353,0.445,122.03,242027,https://www.youtube.com/watch?v=acYUqMd9k2I,21 Savage & Metro Boomin - Glock In My Lap (Official Music Video)
21 Savage,0.847,0.733,10,-6.439,0.16,0.00574,1.04E-05,0.151,0.202,130.029,193591,https://www.youtube.com/watch?v=acYUqMd9k2I,21 Savage & Metro Boomin - Glock In My Lap (Official Music Video)
21 Savage,0.841,0.358,9,-8.368,0.591,0.0201,0,0.39,0.329,158.014,261544,https://www.youtube.com/watch?v=2ag4IyqC76s,"21 Savage ft. Drake ""On BS"" (Music Video)"
21 Savage,0.908,0.546,8,-10.491,0.323,0.0127,0,0.0707,0.225,131.016,170502,https://www.youtube.com/watch?v=LfPYX03_4rA,"Drake, 21 Savage - Major Distribution (Audio)"
21 Savage,0.773,0.701,7,-6.386,0.0512,0.01,0,0.163,0.203,129.963,214589,https://www.youtube.com/watch?v=YgP95-kk7sc,"Drake, 21 Savage ""Spin Bout U"" (Music Video)"
21 Savage,0.849,0.424,5,-9.579,0.324,0.0635,0,0.0834,0.153,145.887,242966,https://www.youtube.com/watch?v=XqpQpt_cmhE,"Drake - Knife Talk (Official Video) ft. 21 Savage, Project Pat"
Kanye West,0.367,0.665,1,-2.821,0.0465,0.145,0,0.113,0.31,148.913,229147,https://www.youtube.com/watch?v=BBAtAM7vtgc,Kanye West - Bound 2 (Explicit)
Kanye West,0.79,0.647,10,-5.983,0.136,0.0515,0,0.248,0.654,87.999,211000,https://www.youtube.com/watch?v=Co0tTeuUVhU,Kanye West - Heartless
Kanye West,0.639,0.628,6,-7.578,0.0399,0.0381,0,0.386,0.43,90.482,237507,https://www.youtube.com/watch?v=ila-hAUXR5U,Kanye West - Flashing Lights ft. Dwele
Kanye West,0.789,0.858,1,-5.542,0.311,0.127,0,0.349,0.775,140.022,219333,https://www.youtube.com/watch?v=gG_dA32oH44,Jay-Z & Kanye West - Ni**as In Paris (Explicit)
Kanye West,0.724,0.573,7,-4.113,0.0549,0.118,0,0.538,0.438,113.088,135920,https://www.youtube.com/watch?v=wuO4_P_8p-Q,Father Stretch My Hands Pt. 1
Kanye West,0.617,0.717,10,-7.858,0.153,0.00564,0,0.408,0.49,103.992,311867,https://www.youtube.com/watch?v=PsO6ZnUZI0g,Kanye West - Stronger
Kanye West,0.542,0.466,0,-8.665,0.0831,0.141,0.000445,0.125,0.124,191.385,243440,https://www.youtube.com/watch?v=MxEjnYdfLXU,I Wonder
Kanye West,0.669,0.419,1,-6.724,0.522,0.376,0,0.187,0.0397,109.813,215320,https://www.youtube.com/watch?v=Rw-C1dimSOM,Kanye West - Violent Crimes (Music Video)
Kanye West,0.667,0.747,1,-7.059,0.189,0.337,0,0.115,0.918,86.917,203493,https://www.youtube.com/watch?v=LQ488QrqGE4,Kanye West - Homecoming
Kanye West,0.629,0.696,1,-5.572,0.348,0.0195,0,0.0554,0.623,93.034,207627,https://www.youtube.com/watch?v=6vwNcNOTVzY,Kanye West - Gold Digger ft. Jamie Foxx
Luis Miguel,0.78,0.877,6,-3.683,0.0427,0.148,2.36E-06,0.0627,0.909,133.263,191973,https://www.youtube.com/watch?v=yG7MPEQm1-w,"Luis Miguel - ""Ahora te puedes marchar"" (Video Oficial)"
Luis Miguel,0.374,0.727,10,-4.352,0.0309,0.237,0,0.134,0.283,155.127,257027,https://www.youtube.com/watch?v=wOjzo02Tmck,"Luis Miguel - ""La Incondicional"" (Video Oficial)"
Luis Miguel,0.641,0.593,3,-7.884,0.0264,0.46,0,0.169,0.437,119.828,281000,https://www.youtube.com/watch?v=Tsh1zTv_zAs,"Luis Miguel - ""Hasta Que Me Olvides"" (VÃ­deo Oficial)"
Luis Miguel,0.631,0.683,7,-8.788,0.0344,0.291,0,0.0994,0.708,97.959,161040,https://www.youtube.com/watch?v=QfGc8PLZgaY,"Luis Miguel - ""La Media Vuelta"" (Video Oficial)"
Luis Miguel,0.54,0.367,0,-14.238,0.0277,0.0367,0,0.0433,0.252,70.276,237240,https://www.youtube.com/watch?v=X-fzpDCxaWc,Luis Miguel - Culpable o No (MiÃ©nteme Como Siempre) 1988
Luis Miguel,0.401,0.499,0,-7.643,0.0272,0.217,0,0.149,0.262,144.276,184080,https://www.youtube.com/watch?v=giAE7Yz7gHI,"Luis Miguel - ""Por Debajo de la Mesa"" (Video Oficial)"
Luis Miguel,0.542,0.665,0,-8.121,0.0297,0.522,0,0.177,0.417,147.977,272827,https://www.youtube.com/watch?v=OThKTAVrUMQ,"Luis Miguel - ""Tengo Todo Excepto A Ti"" (Video Oficial)"
Luis Miguel,0.389,0.443,10,-8.546,0.0304,0.571,0.00178,0.114,0.0888,76.54,229853,https://www.youtube.com/watch?v=T_oE3qkbo5s,"Luis Miguel - ""No SÃ© TÃº"" (Video Oficial)"
Luis Miguel,0.389,0.71,5,-6.265,0.0351,0.161,0,0.918,0.666,160.397,179040,https://www.youtube.com/watch?v=NCvJwzDQTBM,"Luis Miguel - ""La Bikina"" (Video Oficial)"
Luis Miguel,0.663,0.579,10,-6.982,0.0269,0.645,0,0.189,0.48,89.929,185040,https://www.youtube.com/watch?v=cNo-d6Y6w8Y,Luis Miguel - Sabor A Mi (Video Con Letra)
BeyoncÃ©,0.78,0.689,7,-5.668,0.141,0.0368,9.69E-06,0.0698,0.642,115.042,225389,https://www.youtube.com/watch?v=SjqmSPZhF3s,BeyoncÃ© - CUFF IT (Music Video)
BeyoncÃ©,0.646,0.77,2,-6.596,0.226,0.00249,0,0.0715,0.681,99.165,236133,https://www.youtube.com/watch?v=ViwtNLUqkMY,BeyoncÃ© - Crazy In Love ft. JAY Z
BeyoncÃ©,0.545,0.641,10,-6.398,0.0998,0.00453,6.59E-05,0.171,0.464,121.892,215460,https://www.youtube.com/watch?v=e_aT9pAGQo8,BeyoncÃ© - ALIEN SUPERSTAR (Official Lyric Video)
BeyoncÃ©,0.693,0.887,1,-5.039,0.0795,0.0581,2.71E-06,0.27,0.864,114.942,278282,https://www.youtube.com/watch?v=XtG8qNyS1pc,BeyoncÃ© - BREAK MY SOUL (Music Video)
BeyoncÃ©,0.508,0.72,11,-5.908,0.0628,0.272,0,0.0563,0.472,79.983,261640,https://www.youtube.com/watch?v=bnVUHWCynig,BeyoncÃ© - Halo
BeyoncÃ©,0.652,0.749,0,-5.248,0.0886,0.0848,0,0.604,0.651,94.103,267413,https://www.youtube.com/watch?v=Ob7vObnFUJc,BeyoncÃ© - Love On Top (Official Video)
BeyoncÃ©,0.903,0.519,1,-9.151,0.26,0.281,0.000106,0.155,0.587,114.991,116727,https://www.youtube.com/watch?v=O9rk6ldyFkA,BeyoncÃ© - ENERGY (Official Lyric Video)
BeyoncÃ©,0.587,0.299,8,-7.365,0.0263,0.779,0,0.123,0.356,94.992,259550,https://www.youtube.com/watch?v=817P8W8-mGE,Ed Sheeran - Perfect Duet (with BeyoncÃ©) [Official Audio]
BeyoncÃ©,0.583,0.621,5,-6.902,0.0479,0.00972,0.00106,0.181,0.399,140.036,323480,https://www.youtube.com/watch?v=p1JPKLa-Ofc,BeyoncÃ© - Drunk in Love (Explicit) ft. JAY Z
BeyoncÃ©,0.732,0.899,0,-4.237,0.143,0.00496,4.64E-05,0.372,0.759,127.091,236093,https://www.youtube.com/watch?v=VBmMU_iwe6U,BeyoncÃ© - Run the World (Girls) (Official Video)
Daddy Yankee,0.872,0.681,0,-4.348,0.11,0.0462,1.38E-05,0.129,0.481,96.986,188009,https://www.youtube.com/watch?v=9k3wMoQn-DQ,"Myke Towers , Daddy Yankee - ULALA (OOH LA-LA)"
Daddy Yankee,0.744,0.868,1,-4.524,0.047,0.0326,0,0.0822,0.586,93.037,206420,https://www.youtube.com/watch?v=Z6o3zVGnIyQ,La Santa (official video) Daddy YankeeÃ—Bad Bunny
Daddy Yankee,0.852,0.797,0,-6.543,0.0614,0.322,2.69E-06,0.0845,0.741,96.008,192600,https://www.youtube.com/watch?v=XtPY5kxjCWo,Daddy Yankee | Gasolina (Video Oficial) [Full HD]
Daddy Yankee,0.812,0.855,7,-3.725,0.0554,0.0789,0.000167,0.108,0.573,90.04,192477,https://www.youtube.com/watch?v=_ce7WX4l55A,Daddy Yankee x Bad Bunny - X Ãšltima Vez (Official Video)
Daddy Yankee,0.819,0.741,8,-6.538,0.0412,0.104,0,0.283,0.84,97.014,210933,https://www.youtube.com/watch?v=EmM3TyPnZxw,Daddy Yankee - Lo Que Paso Paso - Salud y Vida (Official Video HD)
Daddy Yankee,0.655,0.797,2,-4.787,0.153,0.198,0,0.067,0.839,177.928,229360,https://www.youtube.com/watch?v=kJQP7kiw5Fk,Luis Fonsi - Despacito ft. Daddy Yankee
Daddy Yankee,0.737,0.86,8,-2.652,0.0593,0.11,1.94E-06,0.0574,0.656,93.989,193227,https://www.youtube.com/watch?v=DiItGE3eAyQ,Daddy Yankee & Snow - Con Calma (Video Oficial)
Daddy Yankee,0.77,0.804,4,-5.479,0.0623,0.16,1.00E-05,0.193,0.568,94.017,205520,https://www.youtube.com/watch?v=3n44gsAObDc,Tu Principe - Daddy Yankee Ft  Zion & Lennox VIDEO 2011
Daddy Yankee,0.703,0.909,4,-4.456,0.0358,0.216,1.57E-06,0.162,0.777,97.982,239920,https://www.youtube.com/watch?v=X3n8RuHY6zE,Daddy Yankee - Llamado De Emergencia
Daddy Yankee,0.76,0.9,5,-4.782,0.0668,0.0715,0,0.221,0.761,100.046,209493,https://www.youtube.com/watch?v=9mcyihw330c,Ella Me Levanto  - Daddy Yankee (Official Video)
Don Toliver,0.733,0.685,10,-6.228,0.0533,0.363,0.000238,0.333,0.837,150.073,146947,https://www.youtube.com/watch?v=w-DN5fG4HtM,SZA - Used (Lyric Video) ft. Don Toliver
Don Toliver,0.652,0.631,6,-5.718,0.0893,0.524,0.000579,0.165,0.35,127.998,154424,https://www.youtube.com/watch?v=_r-nPqWGG6c,Don Toliver - No Idea [Official Music Video]
Don Toliver,0.629,0.692,5,-8.045,0.0376,0.00981,0.331,0.603,0.453,162.948,167916,https://www.youtube.com/watch?v=4IahvCIqeOc,Don Toliver - After Party [Official Music Video]
Don Toliver,0.8,0.658,1,-6.142,0.079,0.25,0,0.111,0.462,140.042,195429,https://www.youtube.com/watch?v=0opZqh_TprM,"Internet Money - Lemonade ft. Don Toliver, Gunna & Nav (Directed by Cole Bennett)"
Don Toliver,0.662,0.515,5,-6.867,0.199,0.458,0,0.163,0.386,69.808,174474,https://www.youtube.com/watch?v=no0RhhdJMlE,Don Toliver - Do It Right (Music Video)
Don Toliver,0.747,0.497,4,-6.542,0.0401,0.248,0,0.138,0.0663,142.046,158709,https://www.youtube.com/watch?v=7WLt74z_TkI,Don Toliver - Cardigan [Official Music Video]
Don Toliver,0.81,0.655,8,-6.779,0.0698,0.127,8.16E-05,0.105,0.809,150.002,193322,https://www.youtube.com/watch?v=n1khwOk5dN8,Justin Bieber - Honest ft. Don Toliver
Don Toliver,0.747,0.494,3,-7.957,0.141,0.393,0,0.0982,0.624,76.006,228453,https://www.youtube.com/watch?v=5i6A1IHAQsg,"Masego, Don Toliver - Mystery Lady"
Don Toliver,0.56,0.707,1,-6.863,0.07,0.264,0.000268,0.108,0.341,147,198058,https://www.youtube.com/watch?v=i_PYqIZoGvo,Don Toliver - Drugs N Hella Melodies (feat. Kali Uchis) [Official Music Video]
Don Toliver,0.594,0.679,7,-3.702,0.345,0.484,7.83E-06,0.114,0.66,106.726,152613,https://www.youtube.com/watch?v=BySMBliqjE8,Pusha T - Scrape It Off The Top ft. Lil Uzi Vert & Don Toliver (Visualizer)
Camilo,0.724,0.443,7,-3.743,0.0329,0.73,0,0.101,0.763,97.194,177791,https://www.youtube.com/watch?v=xCDXVoc35Vs,"Camilo, Christian Nodal - La Mitad"
Camilo,0.871,0.815,4,-4.439,0.0477,0.127,6.18E-06,0.094,0.823,122.959,176575,https://www.youtube.com/watch?v=BFoEqgAhKeA,"Camilo, Shawn Mendes - KESI Remix (Video Oficial)"
Camilo,0.719,0.753,7,-4.891,0.179,0.118,4.21E-06,0.212,0.675,174.107,204564,https://www.youtube.com/watch?v=8avC3hHNeSE,"Mau y Ricky, Manuel Turizo, Camilo - Desconocidos (Official Video)"
Camilo,0.69,0.58,0,-4.395,0.199,0.0328,0,0.328,0.708,197.635,177627,https://www.youtube.com/watch?v=Th8w0u_bV6w,Camilo - Aeropuerto (Official Video)
Camilo,0.754,0.778,0,-6.663,0.0335,0.00948,1.61E-05,0.131,0.916,128.925,214507,https://www.youtube.com/watch?v=DriCCFRQlj8,"Camilo, Evaluna Montaner - Ãndigo (Official Video)"
Camilo,0.578,0.634,8,-5.979,0.333,0.00473,0,0.132,0.216,183.89,211652,https://www.youtube.com/watch?v=ieodxKMYRf8,"Reik, Farruko, Camilo - Si Me Dices Que SÃ­"
Camilo,0.483,0.492,0,-6.591,0.295,0.603,0,0.323,0.66,144.511,188213,https://www.youtube.com/watch?v=ZYDj7bys8jo,"Camilo, Pablo AlborÃ¡n - El Mismo Aire (Official Video)"
Camilo,0.589,0.642,9,-5.706,0.279,0.176,0,0.119,0.691,78.791,179067,https://www.youtube.com/watch?v=So10gTOBRWg,"Camilo, Myke Towers - Bebiendo Sola (Official Video)"
Camilo,0.591,0.785,9,-7.768,0.161,0.161,0,0.126,0.785,106.002,217547,https://www.youtube.com/watch?v=GqOvxbFLwjY,Color Esperanza 2020 - Various Artists (Official Video)
Camilo,0.721,0.637,9,-5.134,0.286,0.0406,0,0.0525,0.691,193.922,222680,https://www.youtube.com/watch?v=wJT-YKmlWJc,Rauw Alejandro & Camilo - Tattoo Remix (Video Oficial)
Britney Spears,0.658,0.783,0,-4.615,0.113,0.0798,0.00018,0.187,0.491,126.027,202246,https://www.youtube.com/watch?v=qExVlz3zb0k,"Elton John, Britney Spears - Hold Me Closer (Official Video)"
Britney Spears,0.774,0.838,5,-3.914,0.114,0.0249,0.025,0.242,0.924,143.04,198800,https://www.youtube.com/watch?v=LOZuxwVk7TU,Britney Spears - Toxic (Official HD Video)
Britney Spears,0.788,0.844,2,-3.131,0.0334,0.25,0.000678,0.0723,0.382,113.324,251240,https://www.youtube.com/watch?v=elueA2rofoo,Britney Spears - Gimme More (Official HD Video)
Britney Spears,0.759,0.699,0,-5.745,0.0307,0.202,0.000131,0.443,0.907,92.96,211067,https://www.youtube.com/watch?v=C-u5WLJ9Yk4,Britney Spears - ...Baby One More Time (Official Video)
Britney Spears,0.751,0.834,1,-5.444,0.0437,0.3,1.77E-05,0.355,0.894,95.053,211160,https://www.youtube.com/watch?v=CduA0TULnow,Britney Spears - Oops!...I Did It Again (Official HD Video)
Britney Spears,0.669,0.843,0,-3.766,0.0268,0.169,0,0.195,0.702,147.08,255400,https://www.youtube.com/watch?v=VkGD-FpYoLA,Britney Spears - My Only Wish (This Year) (Music Video)
